player,player_id_2018,position_2018,team_name_2018,player_game_count_2018,attempts_2018,avoided_tackles_2018,breakaway_attempts_2018,breakaway_percent_2018,breakaway_yards_2018,declined_penalties_2018,designed_yards_2018,drops_2018,elu_recv_mtf_2018,elu_rush_mtf_2018,elu_yco_2018,elusive_rating_2018,explosive_2018,first_downs_2018,franchise_id_2018,fumbles_2018,gap_attempts_2018,grades_hands_fumble_2018,grades_offense_2018,grades_offense_penalty_2018,grades_pass_2018,grades_pass_block_2018,grades_pass_route_2018,grades_run_2018,grades_run_block_2018,longest_2018,penalties_2018,rec_yards_2018,receptions_2018,routes_2018,run_plays_2018,scramble_yards_2018,scrambles_2018,targets_2018,total_touches_2018,touchdowns_2018,yards_2018,yards_after_contact_2018,yco_attempt_2018,ypa_2018,yprr_2018,zone_attempts_2018,player_id_2019,position_2019,team_name_2019,player_game_count_2019,attempts_2019,avoided_tackles_2019,breakaway_attempts_2019,breakaway_percent_2019,breakaway_yards_2019,declined_penalties_2019,designed_yards_2019,drops_2019,elu_recv_mtf_2019,elu_rush_mtf_2019,elu_yco_2019,elusive_rating_2019,explosive_2019,first_downs_2019,franchise_id_2019,fumbles_2019,gap_attempts_2019,grades_hands_fumble_2019,grades_offense_2019,grades_offense_penalty_2019,grades_pass_2019,grades_pass_block_2019,grades_pass_route_2019,grades_run_2019,grades_run_block_2019,longest_2019,penalties_2019,rec_yards_2019,receptions_2019,routes_2019,run_plays_2019,scramble_yards_2019,scrambles_2019,targets_2019,total_touches_2019,touchdowns_2019,yards_2019,yards_after_contact_2019,yco_attempt_2019,ypa_2019,yprr_2019,zone_attempts_2019,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,player_id_2021,position_2021,team_name_2021,player_game_count_2021,attempts_2021,avoided_tackles_2021,breakaway_attempts_2021,breakaway_percent_2021,breakaway_yards_2021,declined_penalties_2021,designed_yards_2021,drops_2021,elu_recv_mtf_2021,elu_rush_mtf_2021,elu_yco_2021,elusive_rating_2021,explosive_2021,first_downs_2021,franchise_id_2021,fumbles_2021,gap_attempts_2021,grades_hands_fumble_2021,grades_offense_2021,grades_offense_penalty_2021,grades_pass_2021,grades_pass_block_2021,grades_pass_route_2021,grades_run_2021,grades_run_block_2021,longest_2021,penalties_2021,rec_yards_2021,receptions_2021,routes_2021,run_plays_2021,scramble_yards_2021,scrambles_2021,targets_2021,total_touches_2021,touchdowns_2021,yards_2021,yards_after_contact_2021,yco_attempt_2021,ypa_2021,yprr_2021,zone_attempts_2021,player_id_2022,position_2022,team_name_2022,player_game_count_2022,attempts_2022,avoided_tackles_2022,breakaway_attempts_2022,breakaway_percent_2022,breakaway_yards_2022,declined_penalties_2022,designed_yards_2022,drops_2022,elu_recv_mtf_2022,elu_rush_mtf_2022,elu_yco_2022,elusive_rating_2022,explosive_2022,first_downs_2022,franchise_id_2022,fumbles_2022,gap_attempts_2022,grades_hands_fumble_2022,grades_offense_2022,grades_offense_penalty_2022,grades_pass_2022,grades_pass_block_2022,grades_pass_route_2022,grades_run_2022,grades_run_block_2022,longest_2022,penalties_2022,rec_yards_2022,receptions_2022,routes_2022,run_plays_2022,scramble_yards_2022,scrambles_2022,targets_2022,total_touches_2022,touchdowns_2022,yards_2022,yards_after_contact_2022,yco_attempt_2022,ypa_2022,yprr_2022,zone_attempts_2022
Geno Smith,7820.0,QB,LAC,5.0,8.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,13.9,20.6,0.0,17.2,,,59.2,60.0,9.0,1.0,0.0,0.0,0.0,25.0,9.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7820.0,QB,SEA,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,70.8,62.2,74.3,67.4,,,53.9,60.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,-2.0,1.0,0.5,-1.0,,2.0,7820.0,QB,SEA,4.0,9.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,8.0,32.0,2.0,3.0,29.0,1.0,0.0,60.5,73.9,0.0,71.4,,,78.4,60.0,12.0,2.0,0.0,0.0,0.0,84.0,37.0,4.0,0.0,5.0,1.0,42.0,24.0,2.67,4.7,,1.0,7820.0,QB,SEA,17.0,68.0,5.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,19.0,1.6,14.0,24.0,29.0,8.0,7.0,81.5,79.8,47.4,76.1,,59.0,82.8,60.5,25.0,8.0,0.0,0.0,1.0,396.0,306.0,33.0,0.0,35.0,1.0,366.0,80.0,1.18,5.4,0.0,4.0
Curtis Samuel,11795.0,WR,CAR,13.0,8.0,2.0,2.0,69.0,58.0,0.0,84.0,3.0,9.0,2.0,24.0,70.2,3.0,3.0,5.0,0.0,1.0,44.4,71.5,46.3,,,71.9,77.2,44.4,33.0,2.0,494.0,39.0,298.0,149.0,0.0,0.0,62.0,47.0,2.0,84.0,24.0,3.0,10.5,1.66,1.0,11795.0,WR,CAR,16.0,19.0,4.0,1.0,12.3,16.0,0.0,130.0,7.0,3.0,4.0,53.0,26.7,6.0,7.0,5.0,0.0,2.0,82.6,62.7,80.1,,65.7,63.0,62.0,49.6,16.0,2.0,627.0,54.0,647.0,283.0,0.0,0.0,103.0,73.0,1.0,130.0,53.0,2.79,6.8,0.97,1.0,11795.0,WR,CAR,15.0,41.0,12.0,2.0,31.0,62.0,0.0,200.0,5.0,7.0,12.0,143.0,56.2,6.0,10.0,5.0,1.0,7.0,64.0,77.1,40.6,,76.2,76.4,75.9,56.0,45.0,3.0,851.0,77.0,439.0,193.0,0.0,0.0,93.0,118.0,2.0,200.0,143.0,3.49,4.9,1.94,26.0,11795.0,WR,WAS,5.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,22.5,0.0,0.0,32.0,0.0,0.0,72.0,66.0,81.0,,,66.0,59.0,67.3,8.0,0.0,27.0,6.0,37.0,43.0,0.0,0.0,8.0,10.0,0.0,11.0,9.0,2.25,2.8,0.73,1.0,11795.0,WR,WAS,17.0,38.0,9.0,5.0,47.6,89.0,0.0,187.0,3.0,7.0,9.0,129.0,53.3,8.0,11.0,32.0,1.0,11.0,61.0,70.5,76.9,,69.2,70.2,67.6,56.6,21.0,1.0,655.0,64.0,511.0,303.0,0.0,0.0,87.0,102.0,1.0,187.0,129.0,3.39,4.9,1.28,12.0
Brandon Bolden,7469.0,HB,MIA,6.0,8.0,2.0,1.0,59.3,54.0,0.0,79.0,0.0,0.0,2.0,12.0,34.3,3.0,4.0,17.0,1.0,2.0,20.9,76.2,74.3,,,75.5,73.5,38.3,54.0,0.0,13.0,3.0,11.0,14.0,12.0,1.0,3.0,10.0,2.0,91.0,12.0,1.5,11.4,1.18,5.0,7469.0,HB,NE,13.0,15.0,3.0,1.0,30.9,21.0,0.0,68.0,1.0,4.0,3.0,30.0,58.3,3.0,5.0,19.0,0.0,8.0,83.7,68.3,0.0,,82.1,72.0,65.4,55.9,21.0,1.0,111.0,9.0,51.0,36.0,0.0,0.0,11.0,24.0,3.0,68.0,30.0,2.0,4.5,2.18,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7469.0,HB,NE,16.0,44.0,14.0,6.0,49.6,112.0,0.0,226.0,2.0,10.0,14.0,181.0,116.1,10.0,12.0,19.0,1.0,34.0,58.6,77.4,86.4,,58.9,84.2,77.5,60.3,24.0,1.0,405.0,41.0,209.0,63.0,0.0,0.0,48.0,85.0,1.0,226.0,181.0,4.11,5.1,1.94,6.0,7469.0,HB,LV,10.0,17.0,1.0,0.0,0.0,0.0,0.0,66.0,0.0,2.0,1.0,18.0,12.2,2.0,3.0,23.0,0.0,9.0,77.8,50.9,0.0,,26.8,67.1,46.0,60.0,12.0,1.0,57.0,9.0,57.0,17.0,0.0,0.0,9.0,26.0,0.0,66.0,18.0,1.06,3.9,1.0,5.0
Albert Wilson,8943.0,WR,MIA,7.0,8.0,2.0,0.0,0.0,0.0,0.0,16.0,1.0,9.0,2.0,18.0,72.8,0.0,2.0,17.0,0.0,1.0,78.8,82.5,86.6,71.0,61.6,82.7,50.4,75.3,5.0,1.0,391.0,26.0,129.0,87.0,0.0,0.0,36.0,34.0,0.0,16.0,18.0,2.25,2.0,3.03,4.0,8943.0,WR,MIA,13.0,5.0,1.0,1.0,62.2,28.0,0.0,45.0,5.0,12.0,1.0,10.0,54.2,1.0,1.0,17.0,1.0,2.0,37.9,62.3,62.8,50.8,,63.6,60.9,48.0,28.0,1.0,351.0,43.0,310.0,101.0,0.0,0.0,61.0,48.0,0.0,45.0,10.0,2.0,9.0,1.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8943.0,WR,MIA,14.0,4.0,3.0,0.0,0.0,0.0,0.0,17.0,2.0,7.0,3.0,32.0,275.9,1.0,1.0,17.0,0.0,0.0,77.6,59.3,60.4,67.7,,57.1,66.8,68.9,14.0,1.0,213.0,25.0,218.0,123.0,0.0,0.0,37.0,29.0,0.0,17.0,32.0,8.0,4.3,0.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roc Thomas,27875.0,HB,MIN,5.0,8.0,2.0,1.0,76.7,23.0,0.0,30.0,0.0,0.0,2.0,14.0,35.0,1.0,2.0,18.0,0.0,5.0,73.6,58.5,76.1,,,46.9,64.8,58.5,23.0,0.0,21.0,2.0,18.0,11.0,0.0,0.0,3.0,10.0,0.0,30.0,14.0,1.75,3.8,1.17,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Juszczyk,7912.0,FB,SF,16.0,8.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,4.0,1.0,19.0,31.2,1.0,2.0,28.0,2.0,2.0,22.4,69.1,50.7,,73.2,65.5,49.6,72.8,12.0,4.0,324.0,30.0,261.0,291.0,0.0,0.0,37.0,38.0,0.0,30.0,19.0,2.38,3.8,1.24,3.0,7912.0,FB,SF,12.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,6.0,8.7,0.0,1.0,28.0,0.0,0.0,75.8,73.8,4.7,,71.7,72.8,55.9,74.6,6.0,5.0,239.0,20.0,117.0,230.0,0.0,0.0,23.0,23.0,0.0,7.0,6.0,2.0,2.3,2.04,1.0,7912.0,FB,SF,16.0,17.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,34.0,0.0,1.0,12.0,28.0,1.0,1.0,29.4,65.7,88.7,,53.6,53.3,84.8,63.2,10.0,0.0,202.0,19.0,151.0,286.0,0.0,0.0,29.0,36.0,2.0,64.0,34.0,2.0,3.8,1.34,2.0,7912.0,FB,SF,17.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,2.0,0.0,12.0,7.9,0.0,3.0,28.0,0.0,0.0,78.4,65.7,71.4,,84.2,66.5,59.0,59.0,6.0,1.0,296.0,30.0,260.0,292.0,0.0,0.0,38.0,38.0,1.0,22.0,12.0,1.5,2.8,1.14,3.0,7912.0,FB,SF,16.0,7.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,5.0,1.0,17.0,56.0,0.0,5.0,28.0,0.0,0.0,76.8,61.7,90.3,,62.3,61.5,76.2,53.2,9.0,1.0,200.0,19.0,203.0,279.0,0.0,0.0,22.0,26.0,1.0,26.0,17.0,2.43,3.7,0.99,0.0
Samaje Perine,11869.0,HB,WAS,4.0,8.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,23.0,52.3,1.0,2.0,32.0,0.0,1.0,73.2,66.9,76.5,,75.7,56.8,70.4,60.0,11.0,0.0,5.0,3.0,19.0,10.0,0.0,0.0,3.0,11.0,0.0,32.0,23.0,2.88,4.0,0.26,6.0,11869.0,HB,MIA,3.0,5.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,14.0,56.0,0.0,1.0,17.0,0.0,4.0,69.7,56.8,71.0,,68.8,56.0,57.4,,9.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,16.0,14.0,2.8,3.2,0.0,1.0,11869.0,HB,CIN,13.0,63.0,18.0,4.0,30.6,92.0,0.0,301.0,0.0,2.0,18.0,197.0,84.5,9.0,16.0,7.0,0.0,14.0,85.2,76.7,85.4,,59.2,60.9,81.5,55.5,46.0,0.0,66.0,11.0,98.0,82.0,0.0,0.0,11.0,74.0,3.0,301.0,197.0,3.13,4.8,0.67,46.0,11869.0,HB,CIN,15.0,55.0,8.0,3.0,34.6,85.0,1.0,246.0,2.0,2.0,8.0,221.0,49.0,7.0,11.0,7.0,0.0,16.0,85.1,62.2,31.7,,28.3,64.6,67.4,42.0,46.0,1.0,196.0,27.0,164.0,67.0,0.0,0.0,31.0,82.0,1.0,246.0,221.0,4.02,4.5,1.2,35.0,11869.0,HB,CIN,16.0,95.0,14.0,1.0,7.4,29.0,0.0,394.0,2.0,12.0,14.0,281.0,57.8,5.0,19.0,7.0,0.0,57.0,88.9,71.7,88.8,,72.7,62.3,75.0,57.7,29.0,0.0,287.0,38.0,239.0,138.0,0.0,0.0,47.0,133.0,2.0,394.0,281.0,2.96,4.1,1.2,34.0
David Williams,45732.0,HB,JAX,4.0,8.0,0.0,1.0,41.7,15.0,0.0,36.0,0.0,0.0,0.0,15.0,0.0,2.0,3.0,15.0,0.0,1.0,72.7,56.7,72.3,,3.6,55.0,61.1,60.0,15.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,8.0,0.0,36.0,15.0,1.88,4.5,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Mannion,9522.0,QB,LA,3.0,7.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,0.0,0.0,72.8,62.4,76.8,62.8,,,58.5,60.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,7.0,0.0,-9.0,1.0,0.14,-1.3,,0.0,9522.0,QB,MIN,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,77.2,78.7,78.3,80.5,,,56.1,60.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,6.0,0.0,-5.0,0.0,0.0,-0.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9522.0,QB,MIN,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,18.0,0.0,0.0,79.4,68.9,78.0,64.4,,,74.4,60.0,11.0,0.0,0.0,0.0,0.0,10.0,11.0,1.0,0.0,1.0,0.0,14.0,20.0,10.0,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Williams,11762.0,WR,LAC,16.0,7.0,3.0,1.0,67.9,19.0,0.0,28.0,2.0,4.0,3.0,13.0,26.0,2.0,2.0,27.0,0.0,0.0,80.0,81.8,88.1,,,81.3,70.3,55.9,19.0,0.0,664.0,43.0,382.0,214.0,0.0,0.0,64.0,50.0,1.0,28.0,13.0,1.86,4.0,1.74,0.0,11762.0,WR,LAC,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,4.0,24.0,0.0,0.0,27.0,0.0,0.0,79.4,74.1,64.8,,64.5,74.6,56.6,58.2,2.0,2.0,1001.0,49.0,525.0,273.0,0.0,0.0,85.0,50.0,0.0,2.0,4.0,4.0,2.0,1.91,0.0,11762.0,WR,LAC,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,27.0,0.0,0.0,79.3,72.7,76.2,,,72.3,57.2,65.9,1.0,2.0,756.0,48.0,485.0,285.0,0.0,0.0,81.0,49.0,0.0,1.0,1.0,1.0,1.0,1.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijhaa Penny,11300.0,FB,NYG,13.0,7.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,2.0,15.0,42.9,0.0,2.0,21.0,0.0,1.0,74.2,68.6,0.0,,74.5,76.8,63.0,63.2,8.0,1.0,50.0,8.0,24.0,74.0,0.0,0.0,9.0,15.0,0.0,25.0,15.0,2.14,3.6,2.08,4.0,11300.0,FB,NYG,15.0,15.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,29.0,11.4,0.0,2.0,21.0,0.0,4.0,76.7,57.7,83.7,,57.8,52.3,62.0,56.1,6.0,0.0,9.0,2.0,44.0,60.0,0.0,0.0,2.0,17.0,0.0,39.0,29.0,1.93,2.6,0.2,6.0,11300.0,FB,NYG,14.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,10.0,20.8,0.0,4.0,21.0,0.0,0.0,71.6,65.8,79.8,,82.2,78.8,60.7,58.7,5.0,0.0,20.0,2.0,11.0,58.0,0.0,0.0,3.0,8.0,0.0,15.0,10.0,1.67,2.5,1.82,2.0,11300.0,FB,NYG,17.0,24.0,5.0,0.0,0.0,0.0,0.0,99.0,0.0,3.0,5.0,80.0,80.8,2.0,9.0,21.0,0.0,10.0,79.5,64.4,0.0,,57.4,73.1,70.3,56.2,12.0,3.0,30.0,9.0,43.0,79.0,0.0,0.0,11.0,33.0,1.0,99.0,80.0,3.33,4.1,0.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Sanu,7084.0,WR,ATL,16.0,7.0,0.0,1.0,54.5,24.0,0.0,44.0,1.0,11.0,0.0,12.0,25.8,2.0,5.0,2.0,2.0,2.0,31.2,71.6,62.1,53.4,,70.7,67.7,73.4,24.0,2.0,838.0,66.0,565.0,231.0,0.0,0.0,91.0,73.0,0.0,44.0,12.0,1.71,6.3,1.48,5.0,7084.0,WR,NE,15.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,5.0,0.0,7.0,18.8,0.0,1.0,19.0,0.0,0.0,57.7,58.8,87.4,,,59.0,56.0,51.3,8.0,1.0,520.0,59.0,496.0,222.0,0.0,0.0,85.0,62.0,0.0,11.0,7.0,2.33,3.7,1.05,2.0,7084.0,WR,DET,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,1.0,75.1,65.5,53.5,,76.2,65.9,62.1,50.4,3.0,1.0,187.0,17.0,179.0,85.0,0.0,0.0,25.0,18.0,0.0,3.0,2.0,2.0,3.0,1.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Benjamin,7100.0,WR,LAC,12.0,7.0,2.0,1.0,46.3,19.0,0.0,41.0,2.0,2.0,2.0,14.0,42.1,2.0,2.0,27.0,0.0,0.0,79.9,61.4,84.8,,,61.6,56.4,58.3,19.0,0.0,186.0,12.0,181.0,86.0,0.0,0.0,23.0,19.0,0.0,41.0,14.0,2.0,5.9,1.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacoby Brissett,10725.0,QB,IND,4.0,7.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,73.2,57.8,74.3,54.8,,,61.9,60.0,-1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,-7.0,0.0,0.0,-1.0,,0.0,10725.0,QB,IND,15.0,56.0,7.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,2.0,16.0,5.8,2.0,20.0,14.0,7.0,0.0,55.6,59.2,77.6,58.0,61.3,,59.3,60.0,24.0,5.0,2.0,1.0,0.0,401.0,202.0,33.0,1.0,24.0,4.0,228.0,140.0,2.5,4.1,,5.0,10725.0,QB,IND,11.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,14.0,0.0,1.0,78.1,75.6,0.0,52.5,,,88.2,60.0,5.0,2.0,0.0,0.0,0.0,36.0,2.0,1.0,0.0,16.0,3.0,19.0,10.0,0.59,1.1,,2.0,10725.0,QB,MIA,11.0,19.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,17.0,6.0,0.0,50.4,76.3,85.7,74.0,,60.0,69.3,60.5,19.0,2.0,0.0,0.0,1.0,98.0,65.0,13.0,0.0,6.0,1.0,70.0,23.0,1.21,3.7,0.0,0.0,10725.0,QB,CLV,16.0,49.0,6.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,25.0,0.0,9.0,28.0,8.0,6.0,0.0,59.6,82.6,60.8,75.2,60.9,,91.5,60.4,22.0,4.0,0.0,0.0,0.0,337.0,199.0,23.0,0.0,26.0,2.0,243.0,171.0,3.49,5.0,,0.0
D'Onta Foreman,11844.0,HB,HST,1.0,7.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,3.0,4.8,0.0,0.0,13.0,1.0,4.0,18.0,37.3,74.7,,76.2,62.6,29.1,60.0,2.0,0.0,28.0,2.0,20.0,8.0,0.0,0.0,2.0,9.0,0.0,-1.0,3.0,0.43,-0.1,1.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11844.0,HB,TEN,5.0,22.0,4.0,1.0,15.8,15.0,0.0,95.0,0.0,0.0,4.0,87.0,68.8,3.0,6.0,31.0,0.0,2.0,77.8,66.6,73.1,,78.4,61.5,64.9,,15.0,0.0,5.0,1.0,4.0,22.0,0.0,0.0,1.0,23.0,0.0,95.0,87.0,3.95,4.3,1.25,20.0,11844.0,HB,TEN,9.0,133.0,21.0,5.0,21.6,122.0,1.0,566.0,1.0,3.0,21.0,386.0,49.1,11.0,22.0,31.0,2.0,37.0,72.3,68.3,21.3,,57.8,77.8,66.2,49.1,35.0,1.0,123.0,9.0,61.0,151.0,0.0,0.0,10.0,142.0,3.0,566.0,386.0,2.9,4.3,2.02,95.0,11844.0,HB,CAR,17.0,203.0,34.0,12.0,33.2,303.0,1.0,913.0,0.0,2.0,34.0,661.0,56.4,21.0,45.0,5.0,1.0,109.0,80.2,73.1,17.0,,14.8,52.4,76.5,59.1,60.0,1.0,26.0,5.0,112.0,222.0,0.0,0.0,8.0,208.0,5.0,913.0,661.0,3.26,4.5,0.23,91.0
Ryan Switzer,11888.0,WR,PIT,16.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,15.0,11.9,0.0,0.0,25.0,0.0,3.0,90.3,63.0,84.3,,,62.4,65.2,53.8,8.0,0.0,253.0,36.0,242.0,42.0,0.0,0.0,44.0,42.0,0.0,21.0,15.0,2.5,3.5,1.05,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Stewart,4327.0,HB,NYG,3.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,21.0,0.0,3.0,70.6,52.8,74.9,,77.8,53.9,52.7,,5.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,6.0,0.0,17.0,12.0,2.0,2.8,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeSean Jackson,4363.0,WR,TB,12.0,6.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,2.0,0.0,7.0,5.0,1.0,2.0,30.0,0.0,0.0,81.0,79.4,48.2,,,80.8,47.5,60.7,14.0,2.0,774.0,41.0,341.0,91.0,0.0,0.0,72.0,47.0,1.0,29.0,7.0,1.17,4.8,2.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363.0,WR,PHI,5.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,24.0,0.0,0.0,74.7,66.8,83.9,,,65.6,63.1,60.6,12.0,0.0,236.0,14.0,131.0,46.0,0.0,0.0,25.0,15.0,0.0,12.0,4.0,4.0,12.0,1.8,0.0,4363.0,WR,LV,16.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,9.5,0.0,0.0,23.0,1.0,0.0,24.7,68.9,85.4,,,69.0,56.6,58.4,4.0,0.0,454.0,20.0,198.0,96.0,0.0,0.0,32.0,21.0,0.0,4.0,2.0,2.0,4.0,2.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
