,player,player_id,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Team,Year,weighted_grade,weighted_average_grade
678,Dion Sims,7888,MIA,TE,6.9,3,79.5,100.0,1,1,0,3.1,1,15,17,0,78.0,76.6,60.8,58.5,59.2,74.5,341,2,28,25.5,117,458,3,31,71.6,328,9.0,41,110.5,39,4,14.2,65,290,139,4.5,9.4,0.88,117,308,447,Dolphins,2016,27177.6,
810,Dion Sims,7888,CHI,TE,9.1,2,55.6,33.3,2,6,0,16.7,3,9,6,0,38.1,73.0,56.8,77.5,55.2,79.8,193,1,27,20.2,49,242,0,15,72.3,175,15.3,37,73.1,27,1,3.7,9,180,69,4.6,12.0,1.03,49,338,239,Bears,2017,13575.199999999999,
977,Dion Sims,7888,CHI,TE,9.3,0,50.0,0.0,0,1,0,33.3,1,0,6,0,29.9,64.0,38.6,68.1,36.3,72.3,68,0,9,28.7,27,94,1,2,66.0,62,14.9,14,56.3,4,0,10.6,10,9,8,4.0,4.5,0.15,27,101,92,Bears,2018,3551.2000000000003,
1215,Dominique Dafney,62825,GB,TE,10.0,0,100.0,,0,0,0,0.0,0,2,12,0,68.3,64.0,66.6,54.7,72.1,25.0,5,0,13,15.0,3,20,0,2,85.0,17,35.0,7,158.3,2,1,20.0,4,26,10,5.0,13.0,1.53,3,48,16,Packers,2020,1065.6,
1334,Dominique Dafney,62825,GB,TE,1.0,0,50.0,,0,0,0,0.0,0,2,12,0,68.3,64.0,68.1,77.3,53.5,55.9,38,0,26,16.2,11,68,1,2,79.4,54,25.0,17,79.2,4,0,7.4,5,34,31,15.5,17.0,0.63,11,99,60,Packers,2021,4085.9999999999995,
313,Dominique Jones,6988,IND,TE,2.0,0,100.0,,0,0,0,0.0,0,0,14,0,64.7,61.2,65.9,71.9,56.3,66.7,6,0,8,33.3,3,9,0,1,66.7,6,0.0,0,100.0,1,0,0.0,0,8,6,6.0,8.0,1.33,3,24,6,Colts,2012,395.40000000000003,
412,Dominique Jones,6988,KC,TE,8.3,0,66.7,,0,0,0,0.0,0,2,16,0,68.3,64.0,62.0,45.0,54.9,48.0,24,0,21,18.0,9,50,0,2,76.0,38,16.0,8,104.9,3,0,8.0,4,34,27,13.5,17.0,0.89,9,88,36,Chiefs,2013,2232.0,
719,Dominique Jones,6988,MIA,TE,3.1,1,70.0,,0,0,0,12.5,1,3,17,0,54.5,70.1,79.7,66.4,77.8,69.0,29,0,24,33.3,14,42,0,7,59.5,25,14.3,6,119.2,10,1,11.9,5,61,44,6.3,8.7,2.44,14,77,40,Dolphins,2016,3188.0,
65,Donald Lee,1465,GB,TE,2.3,0,91.7,,0,0,0,8.3,1,7,12,0,64.7,72.7,56.6,62.2,59.9,65.2,92,0,17,28.4,40,141,3,11,66.0,93,18.4,26,131.6,12,3,4.3,6,73,51,4.6,6.6,0.78,40,157,124,Packers,2010,7018.400000000001,
162,Donald Lee,1465,CIN,TE,5.6,2,85.7,,0,0,1,0.0,0,6,7,0,79.4,71.9,70.7,65.0,73.1,79.4,104,0,36,24.4,32,131,3,12,71.0,93,10.7,14,111.6,14,0,3.1,4,151,96,8.0,12.6,1.62,32,136,122,Bengals,2011,8625.4,
1167,Donald Parham Jr.,91014,LAC,TE,9.9,4,50.0,25.0,2,8,0,0.0,0,8,27,0,78.0,71.1,64.5,69.3,69.2,50.4,69,0,26,13.1,18,137,2,10,81.8,112,38.7,53,116.5,20,3,10.2,14,159,58,5.8,15.9,1.42,18,84,136,Chargers,2020,8772.0,
1287,Donald Parham Jr.,91014,LAC,TE,5.6,2,76.9,40.0,2,5,0,4.8,1,13,27,0,72.1,75.4,69.2,54.4,70.8,72.0,157,0,22,22.0,48,218,5,20,70.6,154,23.9,52,135.1,26,3,4.1,9,190,139,7.0,9.5,1.23,48,180,218,Chargers,2021,15085.6,
1432,Donald Parham Jr.,91014,LAC,TE,11.3,0,83.3,0.0,0,1,0,0.0,0,5,27,0,78.7,71.5,79.1,44.9,85.7,49.4,40,0,24,16.0,13,81,3,10,77.8,63,32.1,26,139.6,12,1,17.3,14,130,41,4.1,13.0,2.06,13,63,80,Chargers,2022,6328.0,
1512,Donald Parham Jr.,91014,LAC,TE,8.7,6,67.5,57.1,4,7,0,10.0,3,22,27,0,45.2,75.9,59.7,78.3,64.0,54.0,162,1,24,10.3,31,300,2,27,83.7,251,33.7,101,110.9,40,4,12.3,37,285,124,4.6,10.6,1.14,31,158,300,Chargers,2023,17910.0,
405,Dorin Dickerson,5750,DET,TE,8.4,0,40.0,,0,0,0,50.0,2,1,11,0,28.0,67.9,62.6,23.1,37.6,60.0,9,0,26,13.3,2,15,1,2,80.0,12,13.3,2,63.8,5,0,0.0,0,34,25,12.5,17.0,2.83,2,30,11,Lions,2013,688.6,
1085,Drew Sample,47259,CIN,TE,6.5,0,83.3,100.0,1,1,0,0.0,0,1,7,0,73.4,68.0,55.8,70.2,55.8,81.0,47,0,21,36.2,21,58,1,5,60.3,35,8.6,5,87.5,6,0,10.3,6,30,12,2.4,6.0,0.86,21,50,58,Bengals,2019,3236.3999999999996,
1138,Drew Sample,47259,CIN,TE,4.2,6,76.9,30.0,3,10,0,9.1,4,16,7,1,58.7,29.7,61.4,72.6,52.8,69.3,365,1,23,17.8,94,527,2,40,78.4,413,13.1,69,92.5,52,1,15.0,79,349,205,5.1,8.7,0.85,94,341,513,Bengals,2020,31498.2,
1306,Drew Sample,47259,CIN,TE,2.1,1,78.6,33.3,1,3,0,8.3,1,3,7,0,60.2,71.5,59.0,71.3,47.2,78.6,136,0,19,29.5,51,173,1,11,65.9,114,5.8,10,90.8,14,0,12.1,21,81,81,7.4,7.4,0.71,51,285,167,Bengals,2021,9853.0,
1464,Drew Sample,47259,CIN,TE,-1.0,0,100.0,,0,0,0,0.0,0,0,7,0,68.3,64.0,52.3,56.4,53.9,66.7,14,0,2,42.9,9,21,0,2,57.1,12,0.0,0,79.2,2,0,19.0,4,-2,0,0.0,-1.0,-0.17,9,18,18,Bengals,2022,941.4,
1524,Drew Sample,47259,CIN,TE,0.6,2,81.5,100.0,1,1,0,8.3,2,9,7,0,61.5,75.1,60.0,68.1,52.9,57.0,159,1,22,30.1,84,279,0,22,68.1,190,5.4,15,101.1,27,2,7.2,20,163,171,7.8,7.4,0.86,84,217,194,Bengals,2023,11640.0,
1648,Drew Sample,47259,CIN,TE,1.5,2,90.9,50.0,1,2,0,0.0,0,8,7,1,84.5,19.8,48.9,47.9,47.7,64.1,230,0,12,27.6,99,359,1,20,66.6,239,8.4,30,102.5,22,1,5.0,18,109,84,4.2,5.5,0.46,99,295,278,Bengals,2024,13594.199999999999,
951,Durham Smythe,47257,MIA,TE,5.0,0,66.7,50.0,1,2,0,0.0,0,2,17,0,74.6,70.1,55.5,67.1,59.8,90.5,76,1,21,46.4,39,84,0,6,52.4,44,8.3,7,41.2,9,0,1.2,1,50,10,1.7,8.3,1.14,39,92,84,Dolphins,2018,4662.0,
1059,Durham Smythe,47257,MIA,TE,9.1,0,50.0,0.0,0,1,0,12.5,1,2,17,0,52.1,73.4,52.7,66.7,42.9,65.1,166,1,24,36.5,93,255,1,7,60.0,153,22.7,58,33.3,14,0,9.8,25,65,15,2.1,9.3,0.42,93,231,249,Dolphins,2019,13122.300000000001,
1157,Durham Smythe,47257,MIA,TE,4.4,1,89.7,,0,0,0,3.7,1,13,17,0,74.9,76.2,68.7,68.3,74.6,73.2,161,1,19,31.8,70,220,1,26,62.3,137,14.1,31,105.2,29,2,6.8,15,208,122,4.7,8.0,1.52,70,231,207,Dolphins,2020,14220.900000000001,
1273,Durham Smythe,47257,MIA,TE,6.6,0,87.2,40.0,2,5,1,2.9,1,15,17,0,80.1,77.8,59.5,65.0,62.7,61.6,242,1,25,22.9,90,393,3,34,72.8,286,22.6,89,94.1,39,0,11.2,44,357,165,4.9,10.5,1.25,90,322,375,Dolphins,2021,22312.5,
1417,Durham Smythe,47257,MIA,TE,4.5,0,78.9,0.0,0,1,0,0.0,0,7,17,0,81.1,75.1,60.1,59.4,55.7,74.0,191,0,26,35.3,91,258,0,15,62.0,160,16.3,42,112.5,19,1,6.2,16,129,53,3.5,8.6,0.81,91,297,249,Dolphins,2022,14964.9,
1507,Durham Smythe,47257,MIA,TE,6.3,0,84.4,33.3,2,6,0,0.0,0,22,17,0,90.1,29.5,53.7,61.2,53.4,32.7,175,0,22,16.1,86,535,1,38,80.9,433,48.6,260,101.7,45,0,16.8,90,378,139,3.7,9.9,0.87,86,304,525,Dolphins,2023,28192.5,
1655,Durham Smythe,47257,MIA,TE,6.8,0,52.9,20.0,1,5,0,18.2,2,1,17,0,41.4,71.1,43.3,53.6,41.7,49.1,80,0,8,22.1,36,163,3,9,75.5,123,35.6,58,59.2,17,0,11.0,18,53,16,1.8,5.9,0.43,36,202,156,Dolphins,2024,6754.799999999999,
2,Dustin Keller,4344,NYJ,TE,9.0,7,60.0,,0,0,0,14.8,12,39,22,0,29.4,81.3,66.9,79.4,63.5,52.2,303,3,41,2.9,17,580,4,69,92.9,539,37.1,215,85.0,115,5,6.6,38,808,294,4.3,11.7,1.5,17,406,556,Jets,2010,37196.4,76.04544095665172
113,Dustin Keller,4344,NYJ,TE,9.0,10,59.6,,0,0,1,4.4,3,39,22,1,78.4,44.9,68.7,66.7,70.8,49.7,266,2,41,8.6,46,535,3,65,85.0,455,39.4,211,90.6,109,5,5.2,28,815,320,4.9,12.5,1.79,46,328,505,Jets,2011,34693.5,
253,Dustin Keller,4344,NYJ,TE,8.5,4,77.8,,0,0,0,6.7,2,18,22,0,66.8,76.3,67.0,70.1,68.8,36.4,87,2,32,5.9,14,239,2,28,89.1,213,57.3,137,98.7,36,2,4.6,11,317,94,3.4,11.3,1.49,14,167,235,Jets,2012,15745.0,
236,Dwayne Allen,7066,IND,TE,6.9,4,70.0,,0,0,0,5.8,3,33,14,1,78.8,39.6,85.9,75.2,77.6,70.5,392,0,40,24.6,137,556,4,49,71.2,396,18.0,100,108.8,70,3,2.5,14,572,280,5.7,11.7,1.44,137,414,506,Colts,2012,43465.4,
417,Dwayne Allen,7066,IND,TE,16.5,1,50.0,,0,0,0,0.0,0,1,14,0,64.7,61.2,72.2,73.0,79.7,73.3,11,0,20,26.7,4,15,0,1,66.7,10,13.3,2,125.0,2,1,6.7,1,20,4,4.0,20.0,2.0,4,15,14,Colts,2013,1010.8000000000001,
448,Dwayne Allen,7066,IND,TE,8.4,4,66.7,,0,0,0,11.1,5,30,14,1,51.7,29.9,73.6,78.0,68.2,46.0,215,1,41,19.3,90,467,3,40,75.6,353,35.1,164,124.0,60,9,5.8,27,485,209,5.2,12.1,1.37,90,303,406,Colts,2014,29881.6,
583,Dwayne Allen,7066,IND,TE,6.0,1,61.5,,0,0,1,0.0,0,4,14,0,82.2,74.0,57.1,64.2,53.1,61.0,172,0,21,28.0,79,282,4,16,68.8,194,27.7,78,83.7,26,1,5.7,16,109,60,3.8,6.8,0.56,79,221,266,Colts,2015,15188.6,
672,Dwayne Allen,7066,IND,TE,9.0,0,72.9,57.1,4,7,1,5.4,2,25,14,1,72.0,29.1,64.6,38.6,66.0,47.7,180,1,23,15.9,60,377,4,35,78.2,295,43.5,164,129.0,48,6,6.4,24,406,122,3.5,11.6,1.38,60,234,368,Colts,2016,23772.8,
820,Dwayne Allen,7066,NE,TE,7.2,0,52.6,25.0,1,4,0,28.6,4,5,19,0,28.1,71.1,55.6,58.4,40.3,54.1,138,0,22,21.2,54,255,2,10,72.9,186,37.3,95,82.3,19,1,7.8,20,86,65,6.5,8.6,0.46,54,283,253,Patriots,2017,14066.800000000001,
978,Dwayne Allen,7066,NE,TE,7.8,0,75.0,,0,0,0,0.0,0,2,19,0,70.5,65.8,51.3,58.0,44.7,45.8,70,0,21,25.5,39,153,1,3,71.9,110,44.4,68,92.7,4,0,7.2,11,27,28,9.3,9.0,0.25,39,212,149,Patriots,2018,7643.7,
1698,E.J. Jenkins,109834,PHI,TE,4.5,0,50.0,0.0,0,1,0,0.0,0,1,24,0,64.7,61.2,64.5,76.6,56.9,46.2,18,0,7,23.1,9,39,0,1,76.9,30,41.0,16,97.9,2,1,10.3,4,7,3,3.0,7.0,0.23,9,67,38,Eagles,2024,2451.0,
46,Ed Dickson,5595,BLT,TE,11.0,1,54.5,,0,0,0,14.3,2,5,3,0,47.7,72.3,54.0,58.9,54.1,68.9,142,0,58,31.1,64,206,2,12,65.0,134,18.0,37,91.9,22,1,3.9,8,154,67,5.6,12.8,1.15,64,245,187,Ravens,2010,10098.0,
117,Ed Dickson,5595,BLT,TE,10.0,4,62.0,,0,0,0,10.9,7,32,3,0,50.3,80.2,66.2,59.2,63.3,44.8,261,5,25,11.5,67,583,3,57,85.1,496,47.0,274,74.8,92,5,2.4,14,565,212,3.7,9.9,1.14,67,435,549,Ravens,2011,36343.8,
251,Ed Dickson,5595,BLT,TE,8.2,3,69.2,,0,0,0,6.9,2,15,3,0,55.4,75.9,61.0,56.3,63.0,71.6,229,1,40,22.2,71,320,0,27,74.1,237,23.1,74,82.7,39,0,1.9,6,315,134,5.0,11.7,1.33,71,359,309,Ravens,2012,18849.0,
352,Ed Dickson,5595,BLT,TE,8.8,2,58.1,,0,0,0,16.7,5,16,3,0,34.9,80.6,63.1,74.4,65.4,74.7,227,3,43,19.1,58,304,2,25,76.3,232,21.7,66,55.7,43,1,0.7,2,273,125,5.0,10.9,1.18,58,325,295,Ravens,2013,18614.5,
480,Ed Dickson,5595,CAR,TE,6.6,3,56.5,,0,0,0,18.8,3,12,5,1,36.3,22.2,58.1,53.1,58.1,36.9,107,1,34,33.4,97,290,1,13,60.7,176,25.9,75,78.5,23,1,5.9,17,182,105,8.1,14.0,1.03,97,321,199,Panthers,2014,11561.9,
580,Ed Dickson,5595,CAR,TE,7.0,0,65.5,,0,0,2,13.6,3,12,5,0,45.1,74.1,57.4,69.0,56.6,28.8,100,1,17,36.6,127,347,2,19,59.9,208,39.5,137,85.8,29,2,9.5,33,143,70,3.7,7.5,0.69,127,356,270,Panthers,2015,15498.0,
702,Ed Dickson,5595,CAR,TE,10.1,2,58.8,100.0,1,1,0,23.1,3,7,5,0,29.8,71.5,62.5,66.2,54.5,41.3,104,2,28,41.3,104,252,3,10,54.8,138,36.1,91,64.0,17,1,8.3,21,134,71,7.1,13.4,0.97,104,228,216,Panthers,2016,13500.0,
787,Ed Dickson,5595,CAR,TE,10.0,5,67.4,60.0,3,5,1,8.8,3,22,5,0,60.4,77.0,59.2,72.3,59.0,23.1,116,1,64,22.1,111,503,1,31,73.2,368,50.1,252,96.3,46,1,14.1,71,440,194,6.3,14.2,1.2,111,394,439,Panthers,2017,25988.800000000003,
938,Ed Dickson,5595,SEA,TE,7.3,3,92.3,100.0,1,1,0,0.0,0,7,29,0,80.3,72.2,62.4,50.5,65.7,39.9,81,0,42,22.7,46,203,0,12,72.4,147,40.9,83,152.1,13,3,16.7,34,143,79,6.6,11.9,0.97,46,161,198,Seahawks,2018,12355.199999999999,
1539,Elijah Higgins,98027,ARZ,TE,7.4,0,82.4,100.0,1,1,0,6.7,1,9,1,0,64.4,72.7,63.6,68.4,70.4,36.0,36,0,26,1.0,1,100,2,14,91.0,91,51.0,51,126.2,17,1,12.0,12,163,71,5.1,11.6,1.79,1,91,99,Cardinals,2023,6296.400000000001,
1645,Elijah Higgins,98027,ARZ,TE,5.4,8,83.3,33.3,1,3,0,4.8,1,10,1,0,71.5,74.6,61.9,50.4,66.1,55.1,102,0,23,3.2,6,185,4,20,92.4,171,30.3,56,124.3,24,2,11.9,22,172,89,4.5,8.6,1.01,6,227,180,Cardinals,2024,11142.0,
861,Emanuel Byrd,25432,GB,TE,2.0,0,100.0,,0,0,0,0.0,0,1,12,0,68.3,64.0,67.8,,68.2,25.0,2,0,29,0.0,0,8,0,2,100.0,8,75.0,6,118.8,2,0,0.0,0,31,27,13.5,15.5,3.88,0,3,8,Packers,2017,542.4,
452,Eric Ebron,8645,DET,TE,8.5,3,57.1,,0,0,1,12.5,4,14,11,0,47.7,76.3,56.2,55.9,53.0,39.0,131,0,22,3.9,13,336,3,28,92.9,312,50.3,169,79.4,49,1,8.9,30,269,143,5.1,9.6,0.86,13,144,330,Lions,2014,18546.0,
558,Eric Ebron,8645,DET,TE,6.2,4,72.3,,0,0,1,11.3,6,27,11,0,48.9,79.0,65.1,50.1,65.7,36.6,162,1,55,7.4,33,443,3,47,88.7,393,56.0,248,116.0,65,5,6.1,27,537,299,6.4,11.4,1.37,33,168,437,Lions,2015,28448.699999999997,
652,Eric Ebron,8645,DET,TE,8.3,4,69.2,66.7,6,9,0,12.5,9,39,11,0,42.7,80.9,65.4,80.8,71.4,60.0,333,3,61,4.9,27,555,6,63,89.2,495,29.4,163,83.3,91,1,10.6,59,734,279,4.4,11.7,1.48,27,193,555,Lions,2016,36297.0,
770,Eric Ebron,8645,DET,TE,8.3,8,65.4,60.0,6,10,0,10.2,6,30,11,1,53.5,38.8,69.7,70.5,69.9,45.1,194,1,44,0.7,3,430,1,53,93.3,401,42.1,181,97.5,81,4,12.8,55,574,263,5.0,10.8,1.43,3,119,430,Lions,2017,29971.0,
876,Eric Ebron,8645,IND,TE,10.5,3,61.1,48.3,14,29,1,7.0,5,38,14,0,61.7,47.8,67.4,72.6,71.8,24.0,119,3,53,1.8,9,496,5,66,91.3,453,57.9,287,110.0,108,13,17.5,87,750,244,3.7,11.4,1.66,9,136,493,Colts,2018,33228.200000000004,75.97604166666667
1020,Eric Ebron,8645,IND,TE,9.7,4,62.0,50.0,6,12,1,13.9,5,20,14,0,33.8,76.8,71.1,59.4,69.4,18.0,42,3,48,3.4,8,233,1,31,90.6,211,61.8,144,80.0,50,3,20.2,47,375,171,5.5,12.1,1.78,8,92,233,Colts,2019,16566.3,
1122,Eric Ebron,8645,PIT,TE,7.9,2,65.9,42.9,6,14,0,11.1,7,30,25,1,50.4,41.8,55.7,62.4,58.5,53.8,289,1,27,4.7,25,537,7,56,87.9,472,34.8,187,99.0,85,5,11.2,60,558,191,3.4,10.0,1.18,25,229,536,Steelers,2020,29855.2,
1300,Eric Ebron,8645,PIT,TE,6.7,0,70.6,75.0,3,4,0,14.3,2,6,25,0,46.0,72.5,48.4,76.1,46.8,73.5,136,0,19,3.8,7,185,0,12,93.0,172,21.1,39,101.1,17,1,4.9,9,84,23,1.9,7.0,0.49,7,59,184,Steelers,2021,8905.6,
953,Eric Saubert,11929,ATL,TE,6.0,0,55.6,0.0,0,2,0,28.6,2,2,2,0,29.3,68.0,51.6,76.3,40.3,66.7,60,0,17,21.1,19,90,1,5,74.4,67,23.3,21,70.6,9,0,7.8,7,48,15,3.0,9.6,0.72,19,88,88,Falcons,2018,4540.8,
1092,Eric Saubert,11929,CHI,TE,2.7,0,66.7,,0,0,0,33.3,1,1,6,0,29.9,64.0,52.3,70.2,50.2,41.4,12,0,11,6.9,2,29,0,2,89.7,26,37.9,11,86.8,3,0,20.7,6,21,19,9.5,10.5,0.81,2,18,29,Bears,2019,1516.6999999999998,
1206,Eric Saubert,11929,JAX,TE,3.3,0,75.0,0.0,0,1,0,0.0,0,0,15,0,70.5,65.8,49.2,21.3,51.4,69.2,27,1,9,23.1,9,39,1,3,69.2,27,15.4,6,41.7,4,0,15.4,6,16,7,2.3,5.3,0.59,9,55,39,Jaguars,2020,1918.8000000000002,
1309,Eric Saubert,11929,DEN,TE,3.9,0,72.7,,0,0,0,11.1,1,2,10,0,58.5,72.0,67.8,77.8,49.3,80.9,93,1,11,30.4,35,115,1,8,64.3,74,13.9,16,72.9,11,1,2.6,3,47,26,3.3,5.9,0.64,35,175,112,Broncos,2021,7593.599999999999,
1406,Eric Saubert,11929,DEN,TE,7.9,3,65.2,33.3,1,3,0,11.8,2,6,10,0,51.2,74.3,50.4,55.1,49.0,53.6,118,1,25,7.7,17,220,3,15,85.9,189,39.5,87,79.6,23,1,6.8,15,148,76,5.1,9.9,0.78,17,175,220,Broncos,2022,11088.0,
1575,Eric Saubert,11929,HST,TE,1.7,0,100.0,,0,0,0,0.0,0,1,13,0,70.5,65.8,52.2,34.2,45.5,95.1,39,0,5,29.3,12,41,1,3,63.4,26,2.4,1,83.3,3,0,2.4,1,12,7,2.3,4.0,0.46,12,77,41,Texans,2023,2140.2000000000003,
1663,Eric Saubert,11929,SF,TE,7.4,1,78.6,50.0,1,2,1,0.0,0,5,28,1,78.7,20.4,51.2,31.8,49.1,56.5,104,0,17,12.0,22,184,4,11,82.6,152,33.2,61,119.3,14,1,6.5,12,97,35,3.2,8.8,0.64,22,193,177,49ers,2024,9062.4,
841,Eric Tomlinson,9786,NYJ,TE,5.8,0,80.0,,0,0,0,11.1,1,4,22,0,54.5,70.1,60.4,72.6,55.0,83.0,137,1,34,39.4,65,165,1,8,57.6,95,8.5,14,110.8,10,1,1.8,3,121,68,8.5,15.1,1.27,65,246,154,Jets,2017,9301.6,
936,Eric Tomlinson,9786,NYJ,TE,3.5,4,61.5,0.0,0,1,1,20.0,2,3,22,0,41.4,72.0,49.9,57.4,52.3,74.8,116,1,24,36.1,56,155,4,8,60.6,94,16.1,25,44.4,13,0,6.5,10,72,89,11.1,9.0,0.77,56,199,151,Jets,2018,7534.9,
1111,Eric Tomlinson,9786,OAK,TE,0.0,0,100.0,,0,0,0,0.0,0,0,23,0,64.7,61.2,62.7,50.7,48.4,80.6,25,0,1,41.9,13,31,1,1,58.1,18,6.5,2,79.2,1,0,0.0,0,1,1,1.0,1.0,0.06,13,89,27,Raiders,2019,1692.9,
1229,Eric Tomlinson,9786,BLT,TE,38.0,0,0.0,,0,0,0,,0,0,3,0,,,64.9,47.1,47.0,60.0,12,0,0,20.0,4,20,1,0,80.0,16,30.0,6,39.6,1,0,0.0,0,0,0,,,0.0,4,105,18,Ravens,2020,1168.2,
1352,Eric Tomlinson,9786,BLT,TE,3.0,0,100.0,,0,0,0,0.0,0,0,3,0,64.7,61.2,66.1,71.1,38.2,76.5,75,0,7,30.6,30,98,4,1,69.4,68,15.3,15,95.8,1,0,4.1,4,7,4,4.0,7.0,0.1,30,221,94,Ravens,2021,6213.4,
1434,Eric Tomlinson,9786,DEN,TE,6.0,0,75.0,50.0,1,2,0,0.0,0,5,10,0,77.3,70.6,58.2,58.6,54.3,92.6,150,0,18,37.0,60,162,3,9,59.9,97,4.9,8,131.6,12,2,1.9,3,79,44,4.9,8.8,0.81,60,245,161,Broncos,2022,9370.2,
1691,Eric Tomlinson,9786,LAC,TE,1.5,1,50.0,0.0,0,1,0,33.3,1,0,27,0,30.0,64.0,37.1,62.7,32.5,76.1,35,0,7,37.0,17,46,2,2,60.9,28,4.3,2,56.3,4,0,15.2,7,9,11,5.5,4.5,0.32,17,88,44,Chargers,2024,1632.4,
1650,Erick All,52595,CIN,TE,3.1,2,95.2,100.0,1,1,0,4.8,1,8,7,0,70.5,74.4,59.9,77.7,63.3,60.7,74,0,28,11.5,14,122,0,20,87.7,107,22.1,27,98.0,21,0,9.0,11,158,90,4.5,7.9,1.48,14,109,112,Bengals,2024,6708.8,
692,Erik Swoope,9303,IND,TE,11.9,0,71.4,,0,0,0,11.8,2,12,14,0,51.2,73.0,74.3,77.3,79.5,44.2,50,0,45,9.7,11,113,1,15,84.1,95,33.6,38,129.6,21,1,17.7,20,297,131,8.7,19.8,3.13,11,133,108,Colts,2016,8024.4,
948,Erik Swoope,9303,IND,TE,11.2,0,80.0,75.0,3,4,0,0.0,0,5,14,0,76.5,70.1,72.1,72.5,74.2,50.9,29,0,26,5.3,3,57,0,8,91.2,52,42.1,24,142.5,10,3,7.0,4,87,14,1.8,10.9,1.67,3,21,57,Colts,2018,4109.7,
99,Ernest Wilford,1841,JAX,TE,2.0,0,50.0,,0,0,0,0.0,0,0,15,0,68.3,64.0,51.9,,52.5,14.3,3,0,3,0.0,0,21,0,1,95.2,20,76.2,16,56.3,2,0,9.5,2,3,0,0.0,3.0,0.15,0,1,21,Jaguars,2010,1089.8999999999999,
1344,Ethan Wolf,47173,NO,TE,1.0,0,100.0,,0,0,0,0.0,0,0,20,0,68.3,64.0,55.3,70.5,57.2,85.7,6,0,4,28.6,2,7,0,2,71.4,5,14.3,1,83.3,2,0,0.0,0,8,6,3.0,4.0,1.6,2,13,7,Saints,2021,387.09999999999997,
765,Evan Engram,11778,NYG,TE,9.0,9,59.3,41.9,13,31,1,14.7,11,37,21,0,29.8,81.2,62.1,77.4,65.7,61.2,335,4,35,3.5,19,547,7,64,91.0,498,25.0,137,82.4,108,6,12.8,70,722,303,4.7,11.3,1.45,19,229,542,Giants,2017,33658.200000000004,63.49817974971558
887,Evan Engram,11778,NYG,TE,5.5,6,71.4,20.0,2,10,0,6.3,3,22,21,0,62.4,79.5,76.3,70.4,75.7,38.7,135,0,54,4.9,17,349,2,45,90.3,315,45.0,157,115.6,63,3,14.9,52,577,390,8.7,12.8,1.83,17,123,344,Giants,2018,26247.2,
1007,Evan Engram,11778,NYG,TE,6.5,1,67.7,37.5,6,16,1,6.4,3,23,21,0,69.3,79.4,64.1,67.2,67.8,55.1,184,0,75,5.7,19,334,3,44,88.0,294,33.5,112,103.8,65,3,11.4,38,467,252,5.7,10.6,1.59,19,107,334,Giants,2019,21409.399999999998,
1117,Evan Engram,11778,NYG,TE,7.4,6,61.8,19.0,4,21,0,11.3,8,32,21,1,50.0,49.5,60.6,58.6,61.4,38.8,222,6,53,5.4,31,572,2,63,88.8,508,46.0,263,59.0,102,1,14.3,82,654,284,4.5,10.4,1.29,31,261,567,Giants,2020,34360.200000000004,
1257,Evan Engram,11778,NYG,TE,5.4,2,68.7,50.0,6,12,0,8.0,4,21,21,1,61.9,33.9,53.5,54.6,54.9,22.0,112,2,30,3.9,20,508,0,46,90.4,459,69.5,353,87.2,67,3,8.5,43,408,196,4.3,8.9,0.89,20,214,508,Giants,2021,27178.0,
1363,Evan Engram,11778,JAX,TE,6.4,11,75.3,42.9,6,14,0,3.9,3,33,15,0,76.9,82.0,65.3,73.7,66.5,36.2,209,0,36,5.0,29,577,4,73,90.6,523,39.5,228,111.4,97,4,23.4,135,766,481,6.6,10.5,1.46,29,287,572,Jaguars,2022,37351.6,
1479,Evan Engram,11778,JAX,TE,5.0,16,81.4,66.7,8,12,0,5.0,6,47,15,3,81.0,27.2,71.6,61.8,73.2,25.7,174,3,34,3.2,22,678,3,114,91.0,617,54.1,367,95.9,140,4,19.8,134,963,528,4.6,8.4,1.56,22,238,675,Jaguars,2023,48329.99999999999,64.64613434727502
1619,Evan Engram,11778,JAX,TE,5.8,5,75.8,33.3,2,6,1,2.1,1,17,15,1,86.2,36.0,72.5,81.2,70.2,39.7,104,0,24,3.4,9,262,1,47,92.4,242,39.7,104,95.2,62,1,19.8,52,365,154,3.3,7.8,1.51,9,101,260,Jaguars,2024,18850.0,
41,Evan Moore,4771,CLV,TE,15.1,2,61.5,,0,0,0,11.1,2,11,8,1,52.8,23.0,68.1,69.3,67.7,6.1,10,0,49,0.6,1,163,0,16,93.9,153,50.9,83,117.8,26,1,42.9,70,322,86,5.4,20.1,2.1,1,23,163,Browns,2010,11100.3,
